question_id,subject,topic,question_text,question_type,cognitive_level,avg_score,std_dev,discrimination_index,difficulty_label
Q3763,Physics,Optics,Evaluate the impact of Optics in Physics.,Long Answer,Understand,5.12,1.81,-0.18,Medium
Q3764,Mathematics,Algebra,Apply the theory of Algebra in practical scenarios.,Numerical,Apply,4.44,2.61,0.42,Medium
Q3765,Physics,Electromagnetism,Evaluate the impact of Electromagnetism in Physics.,Long Answer,Apply,8.58,1.83,-0.11,Easy
Q3766,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Long Answer,Remember,7.0,1.14,0.27,Easy
Q3767,Physics,Electromagnetism,Apply the theory of Electromagnetism in practical scenarios.,Long Answer,Evaluate,2.3,1.24,0.47,Hard
Q3768,Physics,Thermodynamics,Solve a problem related to Thermodynamics in Physics.,Long Answer,Understand,6.93,0.92,-0.01,Medium
Q3769,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,Short Answer,Evaluate,5.63,1.26,0.05,Medium
Q3770,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,MCQ,Evaluate,6.39,0.86,0.33,Medium
Q3771,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,MCQ,Apply,5.03,0.39,0.09,Medium
Q3772,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,Long Answer,Apply,8.55,0.84,0.77,Easy
Q3773,Mathematics,Calculus,Evaluate the impact of Calculus in Mathematics.,Long Answer,Apply,6.8,1.31,-0.07,Medium
Q3774,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Numerical,Understand,4.39,1.46,0.86,Medium
Q3775,Biology,Cell Biology,Evaluate the impact of Cell Biology in Biology.,Short Answer,Evaluate,6.67,1.75,0.83,Medium
Q3776,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,Short Answer,Understand,7.12,1.27,0.56,Easy
Q3777,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,Short Answer,Understand,6.58,1.68,0.18,Medium
Q3778,Chemistry,Biochemistry,Explain the concept of Biochemistry in Chemistry.,Numerical,Evaluate,4.52,1.93,0.16,Medium
Q3779,Physics,Thermodynamics,Solve a problem related to Thermodynamics in Physics.,Long Answer,Evaluate,6.37,0.57,0.23,Medium
Q3780,Biology,Ecology,Explain the concept of Ecology in Biology.,Short Answer,Understand,5.8,1.64,0.66,Medium
Q3781,Biology,Cell Biology,Solve a problem related to Cell Biology in Biology.,Long Answer,Remember,5.59,2.06,0.22,Medium
Q3782,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,Short Answer,Evaluate,6.67,1.6,0.63,Medium
Q3783,Physics,Mechanics,Explain the concept of Mechanics in Physics.,Numerical,Understand,6.75,1.37,0.23,Medium
Q3784,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,Short Answer,Understand,8.42,1.64,0.01,Easy
Q3785,Mathematics,Algebra,Evaluate the impact of Algebra in Mathematics.,Short Answer,Analyze,6.91,2.18,0.78,Medium
Q3786,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,Short Answer,Remember,5.41,0.89,0.72,Medium
Q3787,Physics,Mechanics,Solve a problem related to Mechanics in Physics.,MCQ,Apply,8.6,1.14,0.52,Easy
Q3788,Physics,Optics,Solve a problem related to Optics in Physics.,Long Answer,Understand,7.83,2.74,0.73,Easy
Q3789,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,Short Answer,Apply,5.34,0.74,-0.03,Medium
Q3790,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,MCQ,Analyze,3.05,1.78,0.17,Hard
Q3791,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,Short Answer,Evaluate,5.08,1.49,-0.1,Medium
Q3792,Physics,Thermodynamics,Solve a problem related to Thermodynamics in Physics.,Numerical,Apply,4.63,2.4,0.75,Medium
Q3793,Biology,Genetics,Solve a problem related to Genetics in Biology.,Long Answer,Remember,4.42,1.61,0.66,Medium
Q3794,Chemistry,Physical,Evaluate the impact of Physical in Chemistry.,MCQ,Evaluate,6.03,1.62,0.55,Medium
Q3795,Physics,Optics,Explain the concept of Optics in Physics.,Short Answer,Apply,5.27,0.74,0.74,Medium
Q3796,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,Long Answer,Evaluate,4.95,1.13,0.29,Medium
Q3797,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,MCQ,Understand,4.3,2.23,0.82,Medium
Q3798,Biology,Evolution,Apply the theory of Evolution in practical scenarios.,Long Answer,Apply,5.51,1.12,0.58,Medium
Q3799,Chemistry,Biochemistry,Explain the concept of Biochemistry in Chemistry.,Numerical,Evaluate,7.35,0.91,-0.02,Easy
Q3800,Biology,Genetics,Evaluate the impact of Genetics in Biology.,Short Answer,Evaluate,6.18,1.88,0.68,Medium
Q3801,Biology,Cell Biology,Evaluate the impact of Cell Biology in Biology.,MCQ,Evaluate,7.9,0.64,0.34,Easy
Q3802,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,Short Answer,Evaluate,2.77,2.71,0.82,Hard
Q3803,Mathematics,Calculus,Apply the theory of Calculus in practical scenarios.,Long Answer,Evaluate,4.25,1.04,0.25,Medium
Q3804,Physics,Thermodynamics,Explain the concept of Thermodynamics in Physics.,Short Answer,Remember,4.94,1.32,0.74,Medium
Q3805,Chemistry,Inorganic,Analyze the principles of Inorganic in Chemistry.,Long Answer,Analyze,8.21,1.59,0.71,Easy
Q3806,Physics,Optics,Apply the theory of Optics in practical scenarios.,Short Answer,Apply,6.77,0.62,-0.11,Medium
Q3807,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,Long Answer,Remember,5.64,1.89,0.23,Medium
Q3808,Computer Science,Operating Systems,Apply the theory of Operating Systems in practical scenarios.,Short Answer,Understand,5.25,0.56,0.08,Medium
Q3809,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,Short Answer,Evaluate,8.42,1.25,0.72,Easy
Q3810,Physics,Electromagnetism,Evaluate the impact of Electromagnetism in Physics.,Numerical,Understand,5.4,0.55,0.76,Medium
Q3811,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,Numerical,Analyze,7.37,0.96,0.44,Easy
Q3812,Mathematics,Probability,Solve a problem related to Probability in Mathematics.,MCQ,Analyze,8.24,1.58,-0.09,Easy
Q3813,Chemistry,Organic,Explain the concept of Organic in Chemistry.,Short Answer,Apply,7.04,0.46,0.69,Easy
Q3814,Computer Science,Data Structures,Evaluate the impact of Data Structures in Computer Science.,Numerical,Evaluate,7.26,1.2,0.24,Easy
Q3815,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,Numerical,Apply,7.18,1.15,-0.1,Easy
Q3816,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,Long Answer,Apply,4.53,1.51,0.19,Medium
Q3817,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,Short Answer,Evaluate,8.35,2.56,0.25,Easy
Q3818,Biology,Evolution,Analyze the principles of Evolution in Biology.,Long Answer,Understand,3.07,1.31,0.3,Hard
Q3819,Physics,Mechanics,Solve a problem related to Mechanics in Physics.,Numerical,Understand,6.09,1.87,0.39,Medium
Q3820,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Short Answer,Understand,4.61,2.03,0.33,Medium
Q3821,Mathematics,Algebra,Analyze the principles of Algebra in Mathematics.,Numerical,Remember,6.05,1.54,-0.03,Medium
Q3822,Computer Science,Data Structures,Analyze the principles of Data Structures in Computer Science.,Numerical,Analyze,5.39,1.31,0.64,Medium
Q3823,Mathematics,Probability,Explain the concept of Probability in Mathematics.,Numerical,Apply,5.13,0.76,0.81,Medium
Q3824,Mathematics,Algebra,Analyze the principles of Algebra in Mathematics.,Numerical,Apply,5.77,2.02,0.25,Medium
Q3825,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Short Answer,Evaluate,2.86,1.67,-0.14,Hard
Q3826,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,MCQ,Apply,5.74,0.79,0.34,Medium
Q3827,Physics,Thermodynamics,Analyze the principles of Thermodynamics in Physics.,MCQ,Understand,9.02,1.0,0.05,Easy
Q3828,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,MCQ,Evaluate,9.07,0.47,0.78,Easy
Q3829,Biology,Genetics,Solve a problem related to Genetics in Biology.,Long Answer,Evaluate,4.35,1.3,0.34,Medium
Q3830,Mathematics,Calculus,Apply the theory of Calculus in practical scenarios.,Long Answer,Remember,5.04,1.65,0.27,Medium
Q3831,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,MCQ,Understand,2.21,1.42,0.73,Hard
Q3832,Computer Science,Data Structures,Solve a problem related to Data Structures in Computer Science.,MCQ,Understand,3.99,2.61,0.25,Hard
Q3833,Mathematics,Probability,Explain the concept of Probability in Mathematics.,MCQ,Apply,4.84,1.5,0.78,Medium
Q3834,Mathematics,Probability,Evaluate the impact of Probability in Mathematics.,Long Answer,Understand,8.51,2.13,0.73,Easy
Q3835,Biology,Evolution,Apply the theory of Evolution in practical scenarios.,Numerical,Evaluate,5.36,2.3,0.47,Medium
Q3836,Mathematics,Algebra,Analyze the principles of Algebra in Mathematics.,MCQ,Evaluate,6.27,2.48,0.32,Medium
Q3837,Biology,Ecology,Analyze the principles of Ecology in Biology.,MCQ,Understand,7.59,2.5,0.51,Easy
Q3838,Physics,Optics,Solve a problem related to Optics in Physics.,MCQ,Apply,8.99,1.88,0.51,Easy
Q3839,Mathematics,Algebra,Apply the theory of Algebra in practical scenarios.,MCQ,Evaluate,9.99,1.61,0.29,Easy
Q3840,Physics,Thermodynamics,Apply the theory of Thermodynamics in practical scenarios.,MCQ,Apply,10.0,2.18,0.87,Easy
Q3841,Mathematics,Probability,Explain the concept of Probability in Mathematics.,Numerical,Understand,3.51,0.68,0.02,Hard
Q3842,Mathematics,Probability,Evaluate the impact of Probability in Mathematics.,Numerical,Understand,7.24,0.79,0.56,Easy
Q3843,Physics,Electromagnetism,Analyze the principles of Electromagnetism in Physics.,Long Answer,Understand,8.11,1.46,0.29,Easy
Q3844,Computer Science,DBMS,Analyze the principles of DBMS in Computer Science.,MCQ,Evaluate,7.13,1.35,0.75,Easy
Q3845,Physics,Optics,Explain the concept of Optics in Physics.,MCQ,Evaluate,5.48,1.25,0.87,Medium
Q3846,Chemistry,Organic,Solve a problem related to Organic in Chemistry.,Numerical,Apply,1.9,1.97,0.78,Hard
Q3847,Mathematics,Probability,Explain the concept of Probability in Mathematics.,Long Answer,Evaluate,2.19,1.26,0.84,Hard
Q3848,Mathematics,Calculus,Explain the concept of Calculus in Mathematics.,MCQ,Analyze,6.4,1.6,0.36,Medium
Q3849,Chemistry,Physical,Explain the concept of Physical in Chemistry.,Numerical,Evaluate,4.86,1.76,0.43,Medium
Q3850,Chemistry,Biochemistry,Evaluate the impact of Biochemistry in Chemistry.,Numerical,Analyze,5.91,2.23,-0.16,Medium
Q3851,Computer Science,Data Structures,Solve a problem related to Data Structures in Computer Science.,MCQ,Evaluate,4.72,1.75,0.49,Medium
Q3852,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,Long Answer,Evaluate,4.05,1.13,-0.06,Medium
Q3853,Physics,Electromagnetism,Apply the theory of Electromagnetism in practical scenarios.,MCQ,Evaluate,6.19,1.6,0.62,Medium
Q3854,Biology,Genetics,Analyze the principles of Genetics in Biology.,Long Answer,Apply,0.0,1.46,-0.08,Hard
Q3855,Physics,Optics,Solve a problem related to Optics in Physics.,Short Answer,Understand,2.85,1.69,0.87,Hard
Q3856,Biology,Cell Biology,Explain the concept of Cell Biology in Biology.,MCQ,Analyze,5.22,2.17,-0.03,Medium
Q3857,Biology,Evolution,Explain the concept of Evolution in Biology.,Numerical,Apply,5.26,1.64,0.01,Medium
Q3858,Biology,Cell Biology,Solve a problem related to Cell Biology in Biology.,MCQ,Evaluate,6.56,0.79,0.67,Medium
Q3859,Computer Science,Data Structures,Solve a problem related to Data Structures in Computer Science.,Long Answer,Understand,4.88,1.37,0.31,Medium
Q3860,Chemistry,Organic,Explain the concept of Organic in Chemistry.,Short Answer,Evaluate,4.38,1.86,0.04,Medium
Q3861,Mathematics,Calculus,Explain the concept of Calculus in Mathematics.,Short Answer,Apply,4.9,1.2,0.17,Medium
Q3862,Biology,Cell Biology,Evaluate the impact of Cell Biology in Biology.,Short Answer,Understand,6.49,1.45,0.67,Medium
Q3863,Computer Science,DBMS,Solve a problem related to DBMS in Computer Science.,Numerical,Analyze,4.34,1.8,0.8,Medium
Q3864,Biology,Genetics,Evaluate the impact of Genetics in Biology.,MCQ,Apply,5.28,1.67,0.76,Medium
Q3865,Mathematics,Linear Algebra,Solve a problem related to Linear Algebra in Mathematics.,Numerical,Understand,5.24,1.4,0.52,Medium
Q3866,Physics,Mechanics,Evaluate the impact of Mechanics in Physics.,Numerical,Apply,4.58,1.63,0.15,Medium
Q3867,Chemistry,Biochemistry,Evaluate the impact of Biochemistry in Chemistry.,Numerical,Analyze,4.27,1.85,-0.11,Medium
Q3868,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,Numerical,Understand,4.11,1.08,0.06,Medium
Q3869,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,Long Answer,Apply,6.64,0.84,0.16,Medium
Q3870,Physics,Thermodynamics,Explain the concept of Thermodynamics in Physics.,Short Answer,Understand,5.09,1.73,0.31,Medium
Q3871,Biology,Genetics,Explain the concept of Genetics in Biology.,Long Answer,Apply,5.98,1.34,-0.14,Medium
Q3872,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,Long Answer,Understand,4.26,1.49,0.45,Medium
Q3873,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,Short Answer,Remember,4.58,1.8,0.43,Medium
Q3874,Mathematics,Probability,Apply the theory of Probability in practical scenarios.,Numerical,Analyze,7.13,1.83,0.68,Easy
Q3875,Physics,Optics,Explain the concept of Optics in Physics.,Short Answer,Understand,8.84,0.53,0.67,Easy
Q3876,Physics,Mechanics,Solve a problem related to Mechanics in Physics.,Long Answer,Remember,4.06,1.05,0.04,Medium
Q3877,Mathematics,Algebra,Solve a problem related to Algebra in Mathematics.,Numerical,Apply,5.04,1.62,0.62,Medium
Q3878,Physics,Optics,Explain the concept of Optics in Physics.,MCQ,Analyze,3.86,1.92,0.08,Hard
Q3879,Chemistry,Physical,Evaluate the impact of Physical in Chemistry.,MCQ,Remember,8.63,1.82,0.76,Easy
Q3880,Computer Science,Data Structures,Evaluate the impact of Data Structures in Computer Science.,Short Answer,Analyze,7.67,1.58,0.69,Easy
Q3881,Mathematics,Probability,Apply the theory of Probability in practical scenarios.,Short Answer,Apply,5.94,1.76,0.68,Medium
Q3882,Biology,Ecology,Evaluate the impact of Ecology in Biology.,Long Answer,Remember,5.46,1.01,0.1,Medium
Q3883,Computer Science,Data Structures,Analyze the principles of Data Structures in Computer Science.,MCQ,Evaluate,4.65,1.31,0.69,Medium
Q3884,Chemistry,Physical,Analyze the principles of Physical in Chemistry.,Numerical,Apply,6.66,0.9,0.08,Medium
Q3885,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,Long Answer,Analyze,5.83,0.65,0.52,Medium
Q3886,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,Numerical,Understand,5.87,1.46,0.07,Medium
Q3887,Computer Science,Operating Systems,Evaluate the impact of Operating Systems in Computer Science.,Short Answer,Evaluate,5.85,1.67,0.46,Medium
Q3888,Chemistry,Inorganic,Explain the concept of Inorganic in Chemistry.,Short Answer,Apply,5.88,0.69,-0.12,Medium
Q3889,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,Numerical,Understand,5.93,1.24,0.24,Medium
Q3890,Biology,Ecology,Explain the concept of Ecology in Biology.,Short Answer,Understand,6.82,1.1,0.89,Medium
Q3891,Biology,Ecology,Evaluate the impact of Ecology in Biology.,Short Answer,Apply,9.25,0.82,0.86,Easy
Q3892,Mathematics,Probability,Explain the concept of Probability in Mathematics.,Numerical,Evaluate,5.72,2.13,0.61,Medium
Q3893,Computer Science,Operating Systems,Evaluate the impact of Operating Systems in Computer Science.,Short Answer,Understand,6.07,0.96,0.11,Medium
Q3894,Computer Science,Operating Systems,Evaluate the impact of Operating Systems in Computer Science.,Long Answer,Analyze,5.49,0.91,-0.06,Medium
Q3895,Physics,Electromagnetism,Analyze the principles of Electromagnetism in Physics.,MCQ,Understand,5.19,2.43,0.38,Medium
Q3896,Chemistry,Organic,Explain the concept of Organic in Chemistry.,Numerical,Remember,6.5,1.52,-0.09,Medium
Q3897,Mathematics,Probability,Solve a problem related to Probability in Mathematics.,Long Answer,Remember,7.37,1.3,-0.12,Easy
Q3898,Biology,Ecology,Solve a problem related to Ecology in Biology.,MCQ,Apply,6.14,2.03,0.25,Medium
Q3899,Chemistry,Organic,Solve a problem related to Organic in Chemistry.,Short Answer,Remember,3.77,0.98,0.14,Hard
Q3900,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,MCQ,Evaluate,6.69,1.79,0.54,Medium
Q3901,Physics,Electromagnetism,Solve a problem related to Electromagnetism in Physics.,Short Answer,Analyze,4.71,1.9,0.48,Medium
Q3902,Computer Science,Operating Systems,Apply the theory of Operating Systems in practical scenarios.,Long Answer,Remember,8.97,1.4,0.14,Easy
Q3903,Biology,Genetics,Analyze the principles of Genetics in Biology.,Numerical,Apply,7.69,1.66,0.24,Easy
Q3904,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,Short Answer,Analyze,6.06,1.12,0.18,Medium
Q3905,Chemistry,Organic,Explain the concept of Organic in Chemistry.,MCQ,Evaluate,6.7,1.57,0.33,Medium
Q3906,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Long Answer,Remember,10.0,1.27,-0.09,Easy
Q3907,Physics,Mechanics,Solve a problem related to Mechanics in Physics.,MCQ,Analyze,6.58,1.41,0.54,Medium
Q3908,Physics,Mechanics,Solve a problem related to Mechanics in Physics.,MCQ,Apply,8.19,1.88,0.72,Easy
Q3909,Physics,Mechanics,Explain the concept of Mechanics in Physics.,Short Answer,Understand,6.76,1.41,0.41,Medium
Q3910,Computer Science,Data Structures,Evaluate the impact of Data Structures in Computer Science.,Numerical,Evaluate,7.6,2.32,-0.06,Easy
Q3911,Mathematics,Algebra,Explain the concept of Algebra in Mathematics.,Short Answer,Analyze,7.5,1.21,0.48,Easy
Q3912,Mathematics,Linear Algebra,Evaluate the impact of Linear Algebra in Mathematics.,Short Answer,Understand,6.12,2.12,0.21,Medium
Q3913,Biology,Ecology,Analyze the principles of Ecology in Biology.,Numerical,Evaluate,5.19,1.77,0.73,Medium
Q3914,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Short Answer,Evaluate,6.48,0.96,0.78,Medium
Q3915,Computer Science,Operating Systems,Analyze the principles of Operating Systems in Computer Science.,Numerical,Evaluate,9.33,1.41,0.69,Easy
Q3916,Biology,Genetics,Apply the theory of Genetics in practical scenarios.,Short Answer,Understand,6.57,1.58,0.29,Medium
Q3917,Physics,Mechanics,Evaluate the impact of Mechanics in Physics.,MCQ,Remember,4.81,1.29,0.41,Medium
Q3918,Computer Science,Data Structures,Analyze the principles of Data Structures in Computer Science.,Short Answer,Apply,2.5,2.06,0.78,Hard
Q3919,Mathematics,Linear Algebra,Apply the theory of Linear Algebra in practical scenarios.,MCQ,Understand,3.64,1.72,0.55,Hard
Q3920,Biology,Genetics,Analyze the principles of Genetics in Biology.,Short Answer,Evaluate,5.19,2.25,0.75,Medium
Q3921,Mathematics,Linear Algebra,Solve a problem related to Linear Algebra in Mathematics.,Numerical,Evaluate,5.07,1.13,-0.1,Medium
Q3922,Physics,Electromagnetism,Solve a problem related to Electromagnetism in Physics.,Short Answer,Analyze,4.66,1.13,0.81,Medium
Q3923,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,MCQ,Analyze,5.73,1.11,0.39,Medium
Q3924,Physics,Thermodynamics,Apply the theory of Thermodynamics in practical scenarios.,MCQ,Evaluate,5.09,1.61,0.24,Medium
Q3925,Mathematics,Linear Algebra,Evaluate the impact of Linear Algebra in Mathematics.,MCQ,Analyze,3.34,2.15,0.1,Hard
Q3926,Computer Science,DBMS,Solve a problem related to DBMS in Computer Science.,MCQ,Remember,7.4,1.56,-0.16,Easy
Q3927,Computer Science,DBMS,Solve a problem related to DBMS in Computer Science.,Short Answer,Remember,7.53,1.96,0.86,Easy
Q3928,Computer Science,Algorithms,Explain the concept of Algorithms in Computer Science.,Numerical,Apply,3.11,1.55,0.4,Hard
Q3929,Mathematics,Probability,Explain the concept of Probability in Mathematics.,Short Answer,Evaluate,6.73,1.62,0.67,Medium
Q3930,Physics,Thermodynamics,Analyze the principles of Thermodynamics in Physics.,Long Answer,Apply,6.83,0.87,0.17,Medium
Q3931,Biology,Cell Biology,Evaluate the impact of Cell Biology in Biology.,Long Answer,Remember,4.24,1.01,0.86,Medium
Q3932,Mathematics,Calculus,Apply the theory of Calculus in practical scenarios.,Long Answer,Evaluate,4.73,1.32,-0.09,Medium
Q3933,Mathematics,Calculus,Evaluate the impact of Calculus in Mathematics.,Numerical,Apply,6.33,1.13,0.01,Medium
Q3934,Biology,Genetics,Solve a problem related to Genetics in Biology.,Long Answer,Analyze,7.88,1.32,0.27,Easy
Q3935,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,Numerical,Apply,5.99,1.93,0.24,Medium
Q3936,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,Short Answer,Evaluate,5.65,1.55,-0.1,Medium
Q3937,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,Long Answer,Apply,5.63,2.59,0.67,Medium
Q3938,Mathematics,Algebra,Explain the concept of Algebra in Mathematics.,Numerical,Remember,5.6,1.87,0.46,Medium
Q3939,Physics,Optics,Evaluate the impact of Optics in Physics.,Numerical,Understand,6.77,1.5,0.71,Medium
Q3940,Computer Science,Operating Systems,Explain the concept of Operating Systems in Computer Science.,Short Answer,Remember,5.58,1.68,0.65,Medium
Q3941,Physics,Optics,Evaluate the impact of Optics in Physics.,Short Answer,Analyze,4.32,1.16,0.84,Medium
Q3942,Mathematics,Calculus,Evaluate the impact of Calculus in Mathematics.,MCQ,Understand,6.62,1.33,0.1,Medium
Q3943,Physics,Mechanics,Explain the concept of Mechanics in Physics.,Long Answer,Apply,3.64,1.19,0.44,Hard
Q3944,Biology,Genetics,Evaluate the impact of Genetics in Biology.,MCQ,Evaluate,8.62,0.87,-0.18,Easy
Q3945,Chemistry,Inorganic,Solve a problem related to Inorganic in Chemistry.,Long Answer,Remember,8.54,1.34,0.78,Easy
Q3946,Mathematics,Algebra,Apply the theory of Algebra in practical scenarios.,MCQ,Understand,6.89,0.74,0.65,Medium
Q3947,Mathematics,Probability,Evaluate the impact of Probability in Mathematics.,Short Answer,Evaluate,4.6,0.69,0.38,Medium
Q3948,Physics,Thermodynamics,Explain the concept of Thermodynamics in Physics.,Long Answer,Evaluate,6.75,0.98,-0.12,Medium
Q3949,Chemistry,Inorganic,Analyze the principles of Inorganic in Chemistry.,Short Answer,Remember,4.89,0.97,-0.11,Medium
Q3950,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,MCQ,Remember,9.11,0.98,0.45,Easy
Q3951,Mathematics,Linear Algebra,Analyze the principles of Linear Algebra in Mathematics.,Long Answer,Analyze,7.08,1.29,0.34,Easy
Q3952,Mathematics,Probability,Solve a problem related to Probability in Mathematics.,Short Answer,Remember,5.29,2.11,0.88,Medium
Q3953,Chemistry,Organic,Solve a problem related to Organic in Chemistry.,MCQ,Understand,0.11,2.3,0.63,Hard
Q3954,Mathematics,Calculus,Explain the concept of Calculus in Mathematics.,MCQ,Analyze,8.09,1.19,0.03,Easy
Q3955,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,MCQ,Evaluate,3.39,1.59,0.18,Hard
Q3956,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,Long Answer,Understand,8.44,2.37,-0.07,Easy
Q3957,Mathematics,Algebra,Solve a problem related to Algebra in Mathematics.,MCQ,Evaluate,7.36,0.56,0.01,Easy
Q3958,Chemistry,Inorganic,Evaluate the impact of Inorganic in Chemistry.,Numerical,Analyze,4.8,1.23,0.3,Medium
Q3959,Computer Science,Operating Systems,Evaluate the impact of Operating Systems in Computer Science.,Short Answer,Remember,4.3,1.98,-0.18,Medium
Q3960,Physics,Optics,Analyze the principles of Optics in Physics.,MCQ,Understand,7.17,1.53,0.23,Easy
Q3961,Mathematics,Calculus,Solve a problem related to Calculus in Mathematics.,Numerical,Evaluate,6.88,1.46,0.56,Medium
Q3962,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,MCQ,Understand,6.98,2.35,0.87,Medium
Q3963,Chemistry,Biochemistry,Evaluate the impact of Biochemistry in Chemistry.,Long Answer,Remember,7.31,1.66,0.57,Easy
Q3964,Physics,Thermodynamics,Solve a problem related to Thermodynamics in Physics.,Long Answer,Apply,4.19,2.01,0.13,Medium
Q3965,Mathematics,Probability,Evaluate the impact of Probability in Mathematics.,Long Answer,Apply,4.6,1.99,0.42,Medium
Q3966,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,Numerical,Analyze,7.45,1.21,-0.08,Easy
Q3967,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,Numerical,Remember,6.73,2.08,0.01,Medium
Q3968,Biology,Ecology,Analyze the principles of Ecology in Biology.,Short Answer,Analyze,2.46,1.67,0.16,Hard
Q3969,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,MCQ,Apply,4.92,1.41,0.88,Medium
Q3970,Computer Science,DBMS,Analyze the principles of DBMS in Computer Science.,Short Answer,Analyze,6.12,1.41,0.21,Medium
Q3971,Mathematics,Probability,Analyze the principles of Probability in Mathematics.,Short Answer,Understand,3.35,2.17,0.54,Hard
Q3972,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Long Answer,Analyze,7.84,2.05,-0.07,Easy
Q3973,Mathematics,Algebra,Analyze the principles of Algebra in Mathematics.,Numerical,Remember,3.45,1.96,-0.17,Hard
Q3974,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Short Answer,Remember,2.95,0.52,0.31,Hard
Q3975,Physics,Optics,Explain the concept of Optics in Physics.,Long Answer,Evaluate,3.92,2.06,0.15,Hard
Q3976,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,Long Answer,Analyze,6.34,1.3,0.42,Medium
Q3977,Physics,Optics,Analyze the principles of Optics in Physics.,Long Answer,Analyze,8.65,1.01,0.39,Easy
Q3978,Physics,Electromagnetism,Apply the theory of Electromagnetism in practical scenarios.,MCQ,Remember,8.28,0.2,0.5,Easy
Q3979,Chemistry,Physical,Solve a problem related to Physical in Chemistry.,Long Answer,Remember,3.46,1.98,-0.05,Hard
Q3980,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,Numerical,Understand,6.82,0.99,0.76,Medium
Q3981,Biology,Genetics,Explain the concept of Genetics in Biology.,MCQ,Understand,3.63,1.34,0.63,Hard
Q3982,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Numerical,Analyze,8.05,1.65,-0.18,Easy
Q3983,Biology,Cell Biology,Explain the concept of Cell Biology in Biology.,Numerical,Evaluate,5.28,1.59,0.35,Medium
Q3984,Computer Science,DBMS,Evaluate the impact of DBMS in Computer Science.,Numerical,Evaluate,2.12,1.36,0.76,Hard
Q3985,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,Long Answer,Understand,5.07,0.98,0.65,Medium
